fname,label
39a745ef.wav,Violin_or_fiddle Trumpet Flute
39b23710.wav,Meow Squeak Flute
39b33737.wav,Trumpet Saxophone Clarinet
39b4dc60.wav,Trumpet Flute Clarinet
39baed1a.wav,Flute Oboe Chime
39c4f4e1.wav,Bark Laughter Cough
39d7d691.wav,Hi-hat Tearing Finger_snapping
39dac8ec.wav,Trumpet Saxophone Clarinet
39e17212.wav,Clarinet Flute Saxophone
39eae3ed.wav,Flute Squeak Chime
39ebc50e.wav,Flute Violin_or_fiddle Trumpet
3a0801f9.wav,Cello Double_bass Trumpet
3a101502.wav,Clarinet Saxophone Oboe
3a217174.wav,Flute Laughter Squeak
3a2b16bb.wav,Trumpet Saxophone Violin_or_fiddle
3a2dd0df.wav,Flute Clarinet Saxophone
3a4c9365.wav,Fart Shatter Drawer_open_or_close
3a538028.wav,Bark Laughter Telephone
3a5f8a0d.wav,Saxophone Oboe Trumpet
3a65bf59.wav,Gunshot_or_gunfire Bass_drum Snare_drum
3a6800f9.wav,Cello Microwave_oven Saxophone
3a73a784.wav,Trumpet Flute Saxophone
3a74fdce.wav,Cello Flute Violin_or_fiddle
3a754901.wav,Acoustic_guitar Gong Double_bass
3a757c5c.wav,Cello Saxophone Violin_or_fiddle
3a77e585.wav,Bass_drum Double_bass Hi-hat
3a7bfe7f.wav,Laughter Squeak Fart
3a7cccbf.wav,Hi-hat Tearing Shatter
3a891940.wav,Cello Gong Electric_piano
3a925387.wav,Flute Violin_or_fiddle Trumpet
3aa68c4d.wav,Violin_or_fiddle Glockenspiel Cowbell
3ab2be0f.wav,Flute Violin_or_fiddle Cowbell
3ab3731d.wav,Bass_drum Knock Snare_drum
3abb82a8.wav,Flute Saxophone Trumpet
3ac452a6.wav,Double_bass Trumpet Cello
3ac46d6b.wav,Telephone Saxophone Clarinet
3ac65f4c.wav,Cello Double_bass Acoustic_guitar
3acaed28.wav,Cello Double_bass Writing
3ad721ec.wav,Tambourine Hi-hat Writing
3ad726b4.wav,Bark Gunshot_or_gunfire Fart
3ad731d5.wav,Microwave_oven Gong Squeak
3ad97cdc.wav,Meow Saxophone Laughter
3add7ae7.wav,Oboe Clarinet Flute
3aee772a.wav,Bass_drum Snare_drum Hi-hat
3af6edbb.wav,Acoustic_guitar Cough Laughter
3b0428f0.wav,Bass_drum Acoustic_guitar Electric_piano
3b15d12b.wav,Harmonica Saxophone Flute
3b17670b.wav,Cello Flute Violin_or_fiddle
3b1be6a5.wav,Bass_drum Double_bass Hi-hat
3b1ecb2f.wav,Cello Gong Knock
3b38bfe7.wav,Clarinet Flute Saxophone
3b474488.wav,Hi-hat Scissors Snare_drum
3b4d8fb9.wav,Clarinet Acoustic_guitar Cello
3b509899.wav,Flute Harmonica Saxophone
3b564d0a.wav,Shatter Scissors Cough
3b5d46e6.wav,Bass_drum Knock Gunshot_or_gunfire
3b605cc3.wav,Clarinet Flute Saxophone
3b620674.wav,Flute Saxophone Violin_or_fiddle
3b66f852.wav,Trumpet Flute Saxophone
3b67faea.wav,Cello Double_bass Gong
3b6964dc.wav,Hi-hat Shatter Tearing
3b7321da.wav,Hi-hat Tambourine Keys_jangling
3b781a97.wav,Saxophone Flute Trumpet
3b80d9d0.wav,Acoustic_guitar Tambourine Writing
3b880d22.wav,Saxophone Flute Acoustic_guitar
3b912ab6.wav,Clarinet Flute Oboe
3b95f75a.wav,Electric_piano Laughter Saxophone
3b98ab08.wav,Finger_snapping Hi-hat Tambourine
3b9a7b99.wav,Fart Tearing Snare_drum
3b9d4a87.wav,Cello Gong Microwave_oven
3ba290cf.wav,Cough Fart Tambourine
3ba41526.wav,Bass_drum Snare_drum Tearing
3bb0dc97.wav,Violin_or_fiddle Gong Fart
3bb40757.wav,Oboe Clarinet Flute
3bb57763.wav,Trumpet Saxophone Oboe
3bb7c35c.wav,Finger_snapping Flute Snare_drum
3bbd1d9d.wav,Bass_drum Finger_snapping Knock
3bca311a.wav,Bass_drum Knock Gunshot_or_gunfire
3bcf1e56.wav,Writing Tearing Shatter
3bdae30e.wav,Bass_drum Finger_snapping Telephone
3bed0356.wav,Hi-hat Fireworks Shatter
3c05ee07.wav,Clarinet Saxophone Flute
3c0a9c7e.wav,Trumpet Bark Flute
3c0e6e53.wav,Harmonica Flute Saxophone
3c1629c6.wav,Writing Computer_keyboard Squeak
3c1bfc9e.wav,Cello Flute Violin_or_fiddle
3c49ddbb.wav,Flute Harmonica Meow
3c4dbc47.wav,Bass_drum Saxophone Gong
3c59a586.wav,Hi-hat Shatter Gong
3c5c5d59.wav,Bass_drum Finger_snapping Tearing
3c5cd813.wav,Acoustic_guitar Squeak Saxophone
3c6806e4.wav,Hi-hat Tearing Tambourine
3c6d43ec.wav,Bass_drum Double_bass Electric_piano
3c6fef48.wav,Violin_or_fiddle Oboe Clarinet
3c791c43.wav,Writing Tearing Fart
3c7db3ac.wav,Trumpet Squeak Snare_drum
3c879148.wav,Hi-hat Writing Tearing
3c8ab792.wav,Cello Gong Acoustic_guitar
3c9dac3f.wav,Electric_piano Acoustic_guitar Flute
3cc6a2cd.wav,Flute Cello Violin_or_fiddle
3cc6edac.wav,Acoustic_guitar Electric_piano Telephone
3cc834fd.wav,Hi-hat Shatter Tearing
3cc89a98.wav,Clarinet Flute Oboe
3cca9c37.wav,Meow Laughter Trumpet
3cd08599.wav,Hi-hat Tambourine Snare_drum
3cd53659.wav,Cello Double_bass Gong
3cdf8846.wav,Snare_drum Acoustic_guitar Bass_drum
3ce96793.wav,Oboe Saxophone Trumpet
3cee28fc.wav,Bass_drum Hi-hat Electric_piano
3cee3187.wav,Bass_drum Snare_drum Hi-hat
3cfdf1f6.wav,Clarinet Flute Telephone
3d04368f.wav,Hi-hat Tambourine Tearing
3d088695.wav,Drawer_open_or_close Snare_drum Writing
3d0de63c.wav,Acoustic_guitar Drawer_open_or_close Cello
3d0ec9da.wav,Cello Electric_piano Gong
3d123994.wav,Double_bass Bass_drum Knock
3d147046.wav,Clarinet Saxophone Cello
3d1b68f0.wav,Bass_drum Double_bass Snare_drum
3d300af6.wav,Cello Microwave_oven Laughter
3d398ef1.wav,Bass_drum Hi-hat Snare_drum
3d3a98aa.wav,Cough Laughter Acoustic_guitar
3d406694.wav,Clarinet Saxophone Flute
3d48ec08.wav,Hi-hat Finger_snapping Tearing
3d49faa6.wav,Bass_drum Cello Knock
3d4aaff3.wav,Double_bass Cello Gong
3d5626a5.wav,Laughter Squeak Bark
3d5751ee.wav,Bass_drum Knock Gunshot_or_gunfire
3d591986.wav,Violin_or_fiddle Flute Oboe
3d5cf3f8.wav,Electric_piano Telephone Glockenspiel
3d5d1b2b.wav,Oboe Saxophone Clarinet
3d74e612.wav,Clarinet Flute Violin_or_fiddle
3d78d5f8.wav,Bass_drum Acoustic_guitar Knock
3d7945b9.wav,Bass_drum Flute Electric_piano
3d8bd5ce.wav,Acoustic_guitar Bass_drum Electric_piano
3d978544.wav,Cello Gong Double_bass
3d99ad61.wav,Laughter Squeak Meow
3da51b49.wav,Flute Trumpet Saxophone
3da83f7b.wav,Flute Saxophone Clarinet
3dc944e8.wav,Clarinet Flute Saxophone
3dcbefe2.wav,Clarinet Acoustic_guitar Cello
3dd1656b.wav,Acoustic_guitar Electric_piano Cello
3dd457cf.wav,Snare_drum Bass_drum Squeak
3ddc79de.wav,Cello Acoustic_guitar Double_bass
3ddc8d03.wav,Trumpet Flute Saxophone
3de7d1e1.wav,Acoustic_guitar Double_bass Cello
3df030f4.wav,Trumpet Flute Saxophone
3df47a15.wav,Knock Bass_drum Writing
3df8b04c.wav,Flute Saxophone Violin_or_fiddle
3dfdf671.wav,Fart Gunshot_or_gunfire Fireworks
3dffa69c.wav,Flute Harmonica Saxophone
3e0790d9.wav,Bass_drum Snare_drum Hi-hat
3e09ffa5.wav,Cello Squeak Microwave_oven
3e0dab7d.wav,Clarinet Saxophone Flute
3e14b506.wav,Acoustic_guitar Cello Squeak
3e1ae80a.wav,Acoustic_guitar Flute Cello
3e28d521.wav,Oboe Clarinet Flute
3e2cc8ac.wav,Bass_drum Gunshot_or_gunfire Knock
3e2df2dd.wav,Meow Flute Saxophone
3e2f8b7e.wav,Hi-hat Tambourine Tearing
3e31531e.wav,Harmonica Squeak Meow
3e3d7cf0.wav,Flute Electric_piano Telephone
3e3da714.wav,Bark Telephone Laughter
3e3f3954.wav,Fart Writing Hi-hat
3e40ed13.wav,Clarinet Saxophone Trumpet
3e45e6d4.wav,Acoustic_guitar Squeak Writing
3e464c0a.wav,Flute Violin_or_fiddle Trumpet
3e47d2ad.wav,Flute Clarinet Violin_or_fiddle
3e5856e4.wav,Bass_drum Flute Telephone
3e6fbec7.wav,Saxophone Flute Telephone
3e71ea8e.wav,Hi-hat Gunshot_or_gunfire Snare_drum
3e7d5a90.wav,Knock Microwave_oven Fireworks
3e810d62.wav,Cough Acoustic_guitar Fart
3e9a1a9f.wav,Hi-hat Snare_drum Tearing
3e9a79a9.wav,Bass_drum Gunshot_or_gunfire Writing
3e9b7d03.wav,Bass_drum Gunshot_or_gunfire Snare_drum
3ea22ce1.wav,Flute Harmonica Clarinet
3ea790f1.wav,Flute Clarinet Violin_or_fiddle
3ea7a660.wav,Saxophone Bark Laughter
3ea8071a.wav,Microwave_oven Drawer_open_or_close Knock
3eab370c.wav,Bass_drum Microwave_oven Violin_or_fiddle
3eaf7d6f.wav,Saxophone Squeak Trumpet
3ebafe68.wav,Bass_drum Double_bass Knock
3ed56391.wav,Squeak Meow Writing
3ed76a58.wav,Fart Squeak Cough
3ee35715.wav,Cello Squeak Trumpet
3ef31a48.wav,Acoustic_guitar Violin_or_fiddle Double_bass
3efbb755.wav,Trumpet Saxophone Double_bass
3f01caae.wav,Acoustic_guitar Bass_drum Cello
3f052a47.wav,Acoustic_guitar Cello Flute
3f06498c.wav,Bass_drum Gunshot_or_gunfire Knock
3f0bcf1e.wav,Acoustic_guitar Gong Cello
3f100727.wav,Double_bass Bass_drum Cello
3f179242.wav,Hi-hat Bass_drum Tambourine
3f1983c4.wav,Chime Flute Telephone
3f292d29.wav,Clarinet Saxophone Flute
3f2aad90.wav,Clarinet Cello Gong
3f2e6270.wav,Bass_drum Electric_piano Flute
3f303b25.wav,Glockenspiel Telephone Finger_snapping
3f3263b9.wav,Clarinet Saxophone Cello
3f3bafb3.wav,Trumpet Meow Squeak
3f3dd3e8.wav,Fart Burping_or_eructation Cough
3f40a829.wav,Tearing Finger_snapping Writing
3f40ac16.wav,Bass_drum Gunshot_or_gunfire Telephone
3f4a067b.wav,Acoustic_guitar Electric_piano Gong
3f602de6.wav,Trumpet Saxophone Flute
3f6727f4.wav,Bass_drum Telephone Flute
3f738b52.wav,Knock Gong Bass_drum
3f76367a.wav,Trumpet Oboe Flute
3f791105.wav,Acoustic_guitar Flute Electric_piano
3f7c6870.wav,Double_bass Knock Cello
3f87a744.wav,Snare_drum Knock Fireworks
3f911b76.wav,Cello Gong Acoustic_guitar
3f99d678.wav,Flute Electric_piano Saxophone
3f9d6c47.wav,Clarinet Flute Saxophone
3fa164e1.wav,Flute Cello Oboe
3fab210e.wav,Fart Gong Trumpet
3fad1612.wav,Flute Trumpet Violin_or_fiddle
3fae1ab5.wav,Acoustic_guitar Fart Squeak
3fb0052f.wav,Keys_jangling Scissors Tambourine
3fb4698b.wav,Acoustic_guitar Snare_drum Fart
3fb68fe3.wav,Microwave_oven Drawer_open_or_close Cello
3fbd5abc.wav,Acoustic_guitar Gong Knock
3fc65312.wav,Gunshot_or_gunfire Fireworks Shatter
3fc75e60.wav,Acoustic_guitar Cello Saxophone
3fcb5349.wav,Telephone Flute Electric_piano
3fd64e31.wav,Meow Squeak Laughter
3fea7b99.wav,Fart Snare_drum Cough
3ff1968b.wav,Clarinet Saxophone Flute
3ff897bb.wav,Gong Fart Knock
3ffa47a3.wav,Cello Gong Double_bass
400b666e.wav,Flute Oboe Violin_or_fiddle
40188a92.wav,Cello Gong Double_bass
401abadb.wav,Clarinet Flute Saxophone
40290b3a.wav,Fart Shatter Fireworks
402e665f.wav,Bass_drum Double_bass Electric_piano
40407708.wav,Clarinet Flute Violin_or_fiddle
4041035d.wav,Flute Violin_or_fiddle Clarinet
40593f71.wav,Bass_drum Knock Bus
406845db.wav,Clarinet Saxophone Flute
4069fc99.wav,Trumpet Saxophone Flute
406c7d4a.wav,Finger_snapping Tearing Snare_drum
406e49e3.wav,Trumpet Clarinet Saxophone
4071d518.wav,Fart Gunshot_or_gunfire Microwave_oven
4072a67c.wav,Bass_drum Snare_drum Hi-hat
4085b42c.wav,Flute Violin_or_fiddle Chime
408a70d4.wav,Flute Saxophone Oboe
40902dc6.wav,Acoustic_guitar Tambourine Writing
40ae955f.wav,Hi-hat Tearing Tambourine
40c428f4.wav,Fart Cough Gunshot_or_gunfire
40c67abd.wav,Acoustic_guitar Telephone Drawer_open_or_close
40c7fc93.wav,Bark Fart Telephone
40d267d4.wav,Tearing Gunshot_or_gunfire Fireworks
40d3c212.wav,Tearing Fireworks Shatter
40ee7f27.wav,Trumpet Saxophone Flute
40f595b9.wav,Cello Violin_or_fiddle Flute
40f7e04d.wav,Fart Gunshot_or_gunfire Cough
40f8b146.wav,Clarinet Acoustic_guitar Saxophone
40ff635f.wav,Clarinet Saxophone Oboe
4110cbce.wav,Gong Flute Chime
41111461.wav,Drawer_open_or_close Knock Squeak
411418ba.wav,Acoustic_guitar Flute Laughter
41213cff.wav,Clarinet Cello Flute
412b1b28.wav,Shatter Snare_drum Squeak
4149610d.wav,Finger_snapping Hi-hat Shatter
414aebb7.wav,Acoustic_guitar Cello Knock
414bb5ac.wav,Hi-hat Tearing Tambourine
414eba60.wav,Squeak Applause Laughter
4153a364.wav,Acoustic_guitar Cough Fart
4157ee19.wav,Microwave_oven Drawer_open_or_close Squeak
41634ab8.wav,Cello Saxophone Trumpet
41696937.wav,Cello Violin_or_fiddle Flute
416d2ced.wav,Gunshot_or_gunfire Tearing Shatter
41703f1f.wav,Tambourine Hi-hat Scissors
41709be8.wav,Hi-hat Shatter Tearing
41715c37.wav,Oboe Flute Violin_or_fiddle
41780230.wav,Hi-hat Snare_drum Tambourine
4184eb4e.wav,Hi-hat Squeak Snare_drum
4185a415.wav,Acoustic_guitar Cello Gong
4186cc4c.wav,Clarinet Saxophone Flute
418f1a5a.wav,Flute Saxophone Clarinet
41990e60.wav,Hi-hat Snare_drum Tearing
419941be.wav,Glockenspiel Chime Microwave_oven
4199d0f0.wav,Trumpet Flute Saxophone
419afd97.wav,Hi-hat Tearing Tambourine
419c12ce.wav,Trumpet Gong Knock
41a655a6.wav,Bass_drum Gunshot_or_gunfire Knock
41a968ad.wav,Knock Drawer_open_or_close Squeak
41b4cd96.wav,Squeak Electric_piano Fireworks
41b78889.wav,Finger_snapping Telephone Flute
41b8423a.wav,Snare_drum Bass_drum Hi-hat
41bb589f.wav,Clarinet Flute Saxophone
41bba462.wav,Trumpet Cello Flute
41c0bf03.wav,Flute Violin_or_fiddle Saxophone
41c5de96.wav,Flute Electric_piano Telephone
41d04003.wav,Squeak Meow Fireworks
41d16d00.wav,Cello Violin_or_fiddle Trumpet
41d3e434.wav,Laughter Cough Fart
41d5296e.wav,Oboe Trumpet Electric_piano
41d8cb59.wav,Clarinet Trumpet Saxophone
41eaa621.wav,Clarinet Saxophone Flute
41ebdb67.wav,Harmonica Flute Laughter
41ed04fc.wav,Clarinet Flute Saxophone
41ee0c63.wav,Harmonica Laughter Meow
41fd4d3b.wav,Bus Fireworks Bark
4208414a.wav,Clarinet Saxophone Oboe
420ee57b.wav,Bass_drum Flute Snare_drum
420f2b99.wav,Cello Double_bass Electric_piano
421d2407.wav,Bass_drum Acoustic_guitar Double_bass
4223de81.wav,Microwave_oven Squeak Trumpet
4225570f.wav,Clarinet Gong Acoustic_guitar
42260c5c.wav,Bass_drum Gong Cello
42291a44.wav,Trumpet Saxophone Flute
422b26aa.wav,Clarinet Saxophone Flute
422b9509.wav,Flute Trumpet Violin_or_fiddle
422e0266.wav,Hi-hat Tearing Tambourine
4239c7d3.wav,Trumpet Hi-hat Tambourine
423afcad.wav,Cello Microwave_oven Saxophone
4252d0e8.wav,Clarinet Saxophone Oboe
42557556.wav,Gong Trumpet Cello
425b49f2.wav,Meow Clarinet Telephone
425fdc34.wav,Acoustic_guitar Gong Electric_piano
426189f7.wav,Bass_drum Knock Hi-hat
4263ad5d.wav,Acoustic_guitar Bass_drum Knock
4269ed34.wav,Bass_drum Double_bass Gunshot_or_gunfire
426e5b78.wav,Fart Snare_drum Acoustic_guitar
4272aa40.wav,Clarinet Saxophone Flute
427f30fd.wav,Tearing Snare_drum Shatter
4280e5dd.wav,Saxophone Violin_or_fiddle Flute
429341b0.wav,Electric_piano Bass_drum Acoustic_guitar
42953ec5.wav,Hi-hat Tearing Gong
42a32da8.wav,Scissors Keys_jangling Microwave_oven
42aea0ea.wav,Cello Fart Laughter
42afb95e.wav,Bass_drum Gunshot_or_gunfire Knock
42afd261.wav,Trumpet Saxophone Clarinet
42b8fcae.wav,Squeak Cough Laughter
42bb6329.wav,Clarinet Oboe Flute
42ca4247.wav,Flute Clarinet Oboe
42cbde1c.wav,Bass_drum Gunshot_or_gunfire Snare_drum
42cdab3a.wav,Fart Fireworks Applause
42d318cd.wav,Trumpet Flute Saxophone
42d52fd2.wav,Flute Saxophone Telephone
42d59b16.wav,Bass_drum Hi-hat Double_bass
42dc7f91.wav,Cello Snare_drum Double_bass
42e300f5.wav,Clarinet Cello Saxophone
42e35bad.wav,Clarinet Flute Oboe
42f2c1a0.wav,Trumpet Flute Saxophone
430a19a8.wav,Saxophone Trumpet Clarinet
430dfbd9.wav,Clarinet Oboe Saxophone
43159367.wav,Clarinet Flute Saxophone
4315de2d.wav,Bass_drum Electric_piano Telephone
432d77c9.wav,Cello Snare_drum Double_bass
433221cb.wav,Saxophone Flute Clarinet
433490d3.wav,Double_bass Knock Cello
43369aab.wav,Flute Clarinet Electric_piano
433726c5.wav,Harmonica Laughter Meow
433cee10.wav,Laughter Telephone Fireworks
433d59e7.wav,Tambourine Hi-hat Harmonica
4342d13c.wav,Flute Saxophone Trumpet
4344dcbc.wav,Flute Violin_or_fiddle Saxophone
4348f2de.wav,Clarinet Flute Oboe
435117ac.wav,Writing Fart Shatter
43527286.wav,Clarinet Oboe Flute
4359791d.wav,Acoustic_guitar Electric_piano Flute
435f233f.wav,Hi-hat Tearing Snare_drum
436251a7.wav,Squeak Laughter Fireworks
4368932b.wav,Clarinet Flute Trumpet
436bee29.wav,Cello Double_bass Gong
43723640.wav,Knock Bass_drum Writing
437240d8.wav,Flute Clarinet Oboe
4376e24a.wav,Bass_drum Gunshot_or_gunfire Snare_drum
43797ad7.wav,Clarinet Saxophone Cello
438807a4.wav,Acoustic_guitar Tambourine Fart
4394a26d.wav,Shatter Tambourine Hi-hat
439acbcc.wav,Acoustic_guitar Cello Telephone
439e78ae.wav,Cello Double_bass Clarinet
43a8dfc1.wav,Bass_drum Gunshot_or_gunfire Knock
43b55a5d.wav,Clarinet Oboe Flute
43cf9d13.wav,Clarinet Saxophone Trumpet
43d8eea2.wav,Cello Double_bass Trumpet
43da9b4d.wav,Bass_drum Knock Cello
43e0376c.wav,Bass_drum Double_bass Snare_drum
43e0f3a3.wav,Hi-hat Snare_drum Tearing
43e107d9.wav,Clarinet Oboe Saxophone
43e22dad.wav,Chime Telephone Keys_jangling
43e2dc35.wav,Cowbell Fart Hi-hat
43e5e3df.wav,Clarinet Oboe Flute
43f06615.wav,Cello Violin_or_fiddle Squeak
43f62beb.wav,Clarinet Flute Saxophone
440676f2.wav,Hi-hat Tearing Fart
440e4313.wav,Trumpet Flute Saxophone
441b8b36.wav,Applause Gunshot_or_gunfire Shatter
441f68a6.wav,Fart Telephone Shatter
442122eb.wav,Acoustic_guitar Electric_piano Cello
4421aca7.wav,Clarinet Trumpet Saxophone
44301102.wav,Flute Oboe Clarinet
443a5ad9.wav,Bass_drum Snare_drum Hi-hat
443a8448.wav,Acoustic_guitar Gong Cello
44481c55.wav,Cello Trumpet Saxophone
444e5a52.wav,Flute Trumpet Saxophone
445d871d.wav,Clarinet Cello Flute
44754cde.wav,Saxophone Trumpet Clarinet
447a55a5.wav,Clarinet Flute Violin_or_fiddle
44849d17.wav,Fart Gunshot_or_gunfire Fireworks
4485c487.wav,Trumpet Saxophone Cello
448757e5.wav,Writing Computer_keyboard Squeak
4493afc5.wav,Cello Double_bass Bus
449d3555.wav,Trumpet Flute Saxophone
449d6af5.wav,Applause Squeak Writing
449d9159.wav,Cello Gong Double_bass
44a42dd2.wav,Acoustic_guitar Chime Tambourine
44a6f376.wav,Saxophone Clarinet Flute
44c128ad.wav,Clarinet Flute Trumpet
44d2ab87.wav,Squeak Laughter Meow
44dc2132.wav,Violin_or_fiddle Flute Cello
44dd2d14.wav,Hi-hat Shatter Tearing
44dd9e3d.wav,Gong Violin_or_fiddle Flute
44e47a45.wav,Acoustic_guitar Cello Double_bass
44e4f598.wav,Violin_or_fiddle Fart Gong
44e718d7.wav,Squeak Chime Computer_keyboard
44ec65ad.wav,Cello Double_bass Trumpet
44fbdcda.wav,Hi-hat Tearing Gong
4502efbb.wav,Finger_snapping Keys_jangling Tambourine
45058571.wav,Hi-hat Tearing Shatter
450737a6.wav,Squeak Hi-hat Harmonica
450a1f1d.wav,Clarinet Saxophone Flute
451ae01d.wav,Trumpet Squeak Violin_or_fiddle
451d1eb2.wav,Squeak Flute Laughter
452da28b.wav,Gunshot_or_gunfire Snare_drum Tearing
453ad56d.wav,Bass_drum Electric_piano Acoustic_guitar
453cf630.wav,Bass_drum Snare_drum Hi-hat
4540623e.wav,Bass_drum Knock Gunshot_or_gunfire
454ba8cb.wav,Knock Microwave_oven Fireworks
45546432.wav,Fart Snare_drum Trumpet
4567c53c.wav,Double_bass Cello Knock
456a12f6.wav,Acoustic_guitar Cello Gong
456e055b.wav,Trumpet Knock Drawer_open_or_close
456f7d5d.wav,Bass_drum Knock Gunshot_or_gunfire
458029d9.wav,Harmonica Trumpet Laughter
458ef7b4.wav,Squeak Shatter Fart
45931ee9.wav,Cello Squeak Trumpet
45938169.wav,Trumpet Flute Oboe
45976cf7.wav,Bass_drum Flute Computer_keyboard
45acd2f0.wav,Finger_snapping Tearing Writing
45ad265c.wav,Squeak Meow Oboe
45af02b1.wav,Flute Saxophone Clarinet
45b218b2.wav,Fart Gunshot_or_gunfire Shatter
45d66815.wav,Oboe Saxophone Flute
45d72a23.wav,Cello Acoustic_guitar Gong
45da6408.wav,Bass_drum Fireworks Gunshot_or_gunfire
45da8abe.wav,Bass_drum Electric_piano Telephone
45e681c2.wav,Knock Microwave_oven Drawer_open_or_close
45efe793.wav,Flute Oboe Violin_or_fiddle
45f7e58b.wav,Fart Cough Microwave_oven
45fbe67a.wav,Tearing Hi-hat Finger_snapping
45fc6c9b.wav,Microwave_oven Computer_keyboard Drawer_open_or_close
45fd564e.wav,Oboe Saxophone Trumpet
46121269.wav,Double_bass Cello Flute
46186ebd.wav,Cello Gong Double_bass
46200873.wav,Flute Squeak Trumpet
462a705d.wav,Saxophone Cello Acoustic_guitar
462c7777.wav,Acoustic_guitar Electric_piano Cello
462ec068.wav,Cello Violin_or_fiddle Squeak
46321665.wav,Bass_drum Knock Gunshot_or_gunfire
46380229.wav,Violin_or_fiddle Saxophone Flute
463d4298.wav,Tearing Writing Squeak
463de778.wav,Hi-hat Snare_drum Applause
463e231d.wav,Cello Acoustic_guitar Double_bass
4646a6e3.wav,Squeak Gong Bark
464ae66b.wav,Tearing Squeak Shatter
465c6192.wav,Clarinet Flute Violin_or_fiddle
46622a4c.wav,Squeak Laughter Chime
466647df.wav,Flute Violin_or_fiddle Trumpet
4666bee5.wav,Trumpet Flute Saxophone
466e8bab.wav,Bass_drum Double_bass Electric_piano
467c5a5a.wav,Trumpet Saxophone Clarinet
4683f13c.wav,Cello Snare_drum Double_bass
4698193e.wav,Squeak Acoustic_guitar Gong
4699c352.wav,Bass_drum Gunshot_or_gunfire Knock
46a20346.wav,Clarinet Acoustic_guitar Saxophone
46a24375.wav,Flute Cowbell Squeak
46a4d46b.wav,Clarinet Flute Oboe
46ab7601.wav,Cello Violin_or_fiddle Gong
46aebc33.wav,Bass_drum Electric_piano Cowbell
46b06055.wav,Clarinet Flute Saxophone
46b5a369.wav,Chime Acoustic_guitar Glockenspiel
46d15a22.wav,Squeak Applause Fart
46e1f70a.wav,Applause Squeak Fireworks
46f07933.wav,Bass_drum Knock Flute
46f0b51b.wav,Double_bass Trumpet Cello
4706cebd.wav,Bass_drum Knock Double_bass
471a6fca.wav,Cough Fart Laughter
471ab81d.wav,Clarinet Oboe Violin_or_fiddle
47268a0a.wav,Flute Glockenspiel Telephone
47333aac.wav,Hi-hat Telephone Bass_drum
4733f511.wav,Trumpet Flute Saxophone
473bd952.wav,Cello Gong Double_bass
473e9a47.wav,Cello Flute Violin_or_fiddle
4741ae62.wav,Bass_drum Electric_piano Knock
47494a3a.wav,Shatter Hi-hat Finger_snapping
47538a81.wav,Saxophone Violin_or_fiddle Trumpet
47542ddc.wav,Bass_drum Knock Double_bass
47744c05.wav,Bass_drum Knock Squeak
47793988.wav,Acoustic_guitar Microwave_oven Gong
47795659.wav,Trumpet Saxophone Clarinet
47913bc5.wav,Knock Bass_drum Double_bass
4797fc8b.wav,Tambourine Keys_jangling Hi-hat
479ab3cf.wav,Tambourine Keys_jangling Hi-hat
479d9994.wav,Clarinet Gong Saxophone
47a26734.wav,Snare_drum Bass_drum Fireworks
47ac630d.wav,Acoustic_guitar Fart Applause
47acbfcd.wav,Acoustic_guitar Cello Gong
47af6236.wav,Bass_drum Knock Gunshot_or_gunfire
47b7eb95.wav,Clarinet Double_bass Oboe
47bba234.wav,Knock Bass_drum Double_bass
47c48965.wav,Clarinet Flute Violin_or_fiddle
47c57028.wav,Bass_drum Electric_piano Knock
47ca6f5b.wav,Cello Double_bass Trumpet
47e5c682.wav,Trumpet Burping_or_eructation Fart
47eba90e.wav,Applause Scissors Gunshot_or_gunfire
47ebd5f5.wav,Applause Scissors Cough
47f5e3e1.wav,Cello Flute Saxophone
47f7b3fa.wav,Burping_or_eructation Gong Trumpet
47fa98ea.wav,Flute Squeak Meow
480fb007.wav,Finger_snapping Tearing Hi-hat
481623f9.wav,Tambourine Shatter Tearing
48165dd3.wav,Bass_drum Gunshot_or_gunfire Snare_drum
481c84da.wav,Bass_drum Electric_piano Flute
481f3844.wav,Knock Microwave_oven Computer_keyboard
48395d1c.wav,Acoustic_guitar Flute Snare_drum
483c028d.wav,Hi-hat Tearing Finger_snapping
483feb77.wav,Cello Gong Knock
48432e76.wav,Clarinet Flute Saxophone
484e69ce.wav,Fireworks Applause Squeak
484e96f4.wav,Hi-hat Tambourine Snare_drum
4854915c.wav,Bass_drum Double_bass Snare_drum
486c058b.wav,Fart Gunshot_or_gunfire Tearing
487673e8.wav,Chime Glockenspiel Flute
487c9504.wav,Trumpet Saxophone Fart
487d8ae9.wav,Snare_drum Gunshot_or_gunfire Drawer_open_or_close
48882234.wav,Bass_drum Finger_snapping Telephone
488a5d9c.wav,Shatter Squeak Tearing
4897e0db.wav,Bass_drum Knock Snare_drum
48b961a9.wav,Trumpet Saxophone Fart
48bd49b9.wav,Bass_drum Hi-hat Writing
48c1ce6c.wav,Acoustic_guitar Knock Gong
48f58974.wav,Clarinet Saxophone Flute
48fa052d.wav,Bass_drum Snare_drum Hi-hat
49205e83.wav,Clarinet Saxophone Trumpet
4921dd6d.wav,Flute Bass_drum Acoustic_guitar
4924e7be.wav,Clarinet Saxophone Trumpet
492bacbe.wav,Scissors Keys_jangling Writing
49310d66.wav,Fart Tearing Shatter
493d920d.wav,Cello Gong Double_bass
